            geopack_08_dp    spacepy  spacepy-irbem  spiceypy1  spiceypy2      sunpy   pyspedas
2014-01-20      23.437449  23.435252      23.438013  23.437573  23.437573  23.435308  23.437449
2014-01-21      23.437449  23.435259      23.438055  23.437549  23.437549  23.435289  23.437449
2014-01-22      23.437448  23.435261      23.438098  23.437522  23.437522  23.435263  23.437448
2014-01-23      23.437448  23.435260      23.438142  23.437491  23.437491  23.435229  23.437448
2014-01-24      23.437448  23.435255      23.438187  23.437460  23.437460  23.435192  23.437448
2014-01-25      23.437447  23.435248      23.438232  23.437429  23.437429  23.435153  23.437447
2014-01-26      23.437447  23.435241      23.438278  23.437401  23.437401  23.435117  23.437447
2014-01-27      23.437446  23.435236      23.438325  23.437376  23.437376  23.435086  23.437446
2014-01-28      23.437446  23.435237      23.438372  23.437357  23.437357  23.435067  23.437446
2014-01-29      23.437446  23.435244      23.438419  23.437344  23.437344  23.435060  23.437446
2014-01-30      23.437445  23.435257      23.438467  23.437339  23.437339  23.435066  23.437445
2014-01-31      23.437445  23.435274      23.438515  23.437342  23.437342  23.435084  23.437445
2014-02-01      23.437445  23.435290      23.438563  23.437351  23.437351  23.435109  23.437445
2014-02-02      23.437444  23.435302      23.438612  23.437367  23.437367  23.435136  23.437444
2014-02-03      23.437444  23.435309      23.438660  23.437387  23.437387  23.435162  23.437444
2014-02-04      23.437444  23.435310      23.438709  23.437410  23.437410  23.435185  23.437444
2014-02-05      23.437443  23.435307      23.438758  23.437435  23.437435  23.435205  23.437443
2014-02-06      23.437443  23.435301      23.438806  23.437460  23.437460  23.435223  23.437443
2014-02-07      23.437443  23.435295      23.438855  23.437483  23.437483  23.435239  23.437443
2014-02-08      23.437442  23.435291      23.438903  23.437504  23.437504  23.435254  23.437442
2014-02-09      23.437442  23.435290      23.438951  23.437521  23.437521  23.435269  23.437442
2014-02-10      23.437442  23.435293      23.438998  23.437534  23.437534  23.435283  23.437441
2014-02-11      23.437441  23.435299      23.439046  23.437542  23.437542  23.435296  23.437441
2014-02-12      23.437441  23.435308      23.439093  23.437545  23.437545  23.435308  23.437441
2014-02-13      23.437440  23.435320      23.439139  23.437544  23.437544  23.435317  23.437440
2014-02-14      23.437440  23.435332      23.439185  23.437539  23.437539  23.435324  23.437440
2014-02-15      23.437440  23.435345      23.439230  23.437530  23.437530  23.435326  23.437440
2014-02-16      23.437439  23.435355      23.439275  23.437517  23.437517  23.435322  23.437439
2014-02-17      23.437439  23.435363      23.439318  23.437501  23.437501  23.435313  23.437439
2014-02-18      23.437439  23.435366      23.439361  23.437484  23.437484  23.435299  23.437439
2014-02-19      23.437438  23.435366      23.439404  23.437466  23.437466  23.435279  23.437438
2014-02-20      23.437438  23.435361      23.439445  23.437448  23.437448  23.435255  23.437438
2014-02-21      23.437438  23.435355      23.439485  23.437431  23.437431  23.435230  23.437438
2014-02-22      23.437437  23.435347      23.439525  23.437415  23.437415  23.435207  23.437437
2014-02-23      23.437437  23.435342      23.439563  23.437403  23.437403  23.435188  23.437437
2014-02-24      23.437437  23.435340      23.439601  23.437394  23.437394  23.435176  23.437437
2014-02-25      23.437436  23.435343      23.439637  23.437388  23.437388  23.435173  23.437436
2014-02-26      23.437436  23.435352      23.439672  23.437387  23.437387  23.435180  23.437436
2014-02-27      23.437435  23.435365      23.439706  23.437389  23.437389  23.435195  23.437435
2014-02-28      23.437435  23.435380      23.439738  23.437395  23.437395  23.435214  23.437435
2014-03-01      23.437435  23.435392      23.439770  23.437403  23.437403  23.435234  23.437435
2014-03-02      23.437434  23.435400      23.439800  23.437413  23.437413  23.435251  23.437434
2014-03-03      23.437434  23.435401      23.439828  23.437425  23.437425  23.435262  23.437434
2014-03-04      23.437434  23.435396      23.439856  23.437436  23.437436  23.435269  23.437434
2014-03-05      23.437433  23.435388      23.439881  23.437447  23.437447  23.435270  23.437433
2014-03-06      23.437433  23.435379      23.439906  23.437456  23.437456  23.435270  23.437433
2014-03-07      23.437433  23.435371      23.439929  23.437463  23.437463  23.435269  23.437433
2014-03-08      23.437432  23.435366      23.439950  23.437468  23.437468  23.435268  23.437432
2014-03-09      23.437432  23.435364      23.439970  23.437471  23.437471  23.435269  23.437432
2014-03-10      23.437432  23.435365      23.439988  23.437472  23.437472  23.435271  23.437432
2014-03-11      23.437431  23.435370      23.440005  23.437471  23.437471  23.435275  23.437431
2014-03-12      23.437431  23.435378      23.440020  23.437469  23.437469  23.435279  23.437431
2014-03-13      23.437430  23.435386      23.440034  23.437465  23.437465  23.435284  23.437430
2014-03-14      23.437430  23.435395      23.440046  23.437461  23.437461  23.435288  23.437430
2014-03-15      23.437430  23.435402      23.440056  23.437457  23.437457  23.435290  23.437430
2014-03-16      23.437429  23.435407      23.440065  23.437452  23.437452  23.435290  23.437429
2014-03-17      23.437429  23.435407      23.440072  23.437448  23.437448  23.435286  23.437429
2014-03-18      23.437429  23.435403      23.440077  23.437445  23.437445  23.435279  23.437429
2014-03-19      23.437428  23.435395      23.440081  23.437443  23.437443  23.435269  23.437428
2014-03-20      23.437428  23.435384      23.440083  23.437442  23.437442  23.435258  23.437428
2014-03-21      23.437428  23.435372      23.440083  23.437443  23.437443  23.435246  23.437428
2014-03-22      23.437427  23.435362      23.440082  23.437445  23.437445  23.435237  23.437427
2014-03-23      23.437427  23.435354      23.440079  23.437447  23.437447  23.435233  23.437427
2014-03-24      23.437427  23.435352      23.440074  23.437450  23.437450  23.435233  23.437427
2014-03-25      23.437426  23.435354      23.440068  23.437454  23.437454  23.435239  23.437426
2014-03-26      23.437426  23.435361      23.440060  23.437456  23.437456  23.435249  23.437426
2014-03-27      23.437425  23.435370      23.440050  23.437458  23.437458  23.435260  23.437425
2014-03-28      23.437425  23.435378      23.440039  23.437459  23.437459  23.435269  23.437425
2014-03-29      23.437425  23.435382      23.440026  23.437457  23.437457  23.435272  23.437425
2014-03-30      23.437424  23.435381      23.440012  23.437454  23.437454  23.435268  23.437424
2014-03-31      23.437424  23.435373      23.439996  23.437449  23.437449  23.435256  23.437424
2014-04-01      23.437424  23.435362      23.439979  23.437442  23.437442  23.435238  23.437424
2014-04-02      23.437423  23.435348      23.439960  23.437434  23.437434  23.435216  23.437423
2014-04-03      23.437423  23.435334      23.439939  23.437425  23.437425  23.435194  23.437423
2014-04-04      23.437423  23.435322      23.439917  23.437416  23.437416  23.435174  23.437423
2014-04-05      23.437422  23.435313      23.439894  23.437407  23.437407  23.435157  23.437422
2014-04-06      23.437422  23.435309      23.439869  23.437399  23.437399  23.435145  23.437422
2014-04-07      23.437422  23.435308      23.439843  23.437392  23.437392  23.435139  23.437422
2014-04-08      23.437421  23.435309      23.439816  23.437388  23.437388  23.435137  23.437421
2014-04-09      23.437421  23.435313      23.439787  23.437385  23.437385  23.435139  23.437421
2014-04-10      23.437420  23.435317      23.439757  23.437386  23.437386  23.435144  23.437420
2014-04-11      23.437420  23.435320      23.439726  23.437389  23.437389  23.435152  23.437420
2014-04-12      23.437420  23.435320      23.439693  23.437396  23.437396  23.435160  23.437420
2014-04-13      23.437419  23.435317      23.439660  23.437405  23.437405  23.435168  23.437419
2014-04-14      23.437419  23.435310      23.439625  23.437418  23.437418  23.435174  23.437419
2014-04-15      23.437419  23.435299      23.439589  23.437432  23.437432  23.435179  23.437419
2014-04-16      23.437418  23.435284      23.439552  23.437448  23.437448  23.435182  23.437418
2014-04-17      23.437418  23.435267      23.439514  23.437465  23.437465  23.435184  23.437418
2014-04-18      23.437418  23.435252      23.439475  23.437482  23.437482  23.435186  23.437418
2014-04-19      23.437417  23.435239      23.439436  23.437497  23.437497  23.435190  23.437417
2014-04-20      23.437417  23.435231      23.439395  23.437510  23.437510  23.435196  23.437417
2014-04-21      23.437417  23.435228      23.439354  23.437519  23.437519  23.435204  23.437417
2014-04-22      23.437416  23.435230      23.439312  23.437524  23.437524  23.435213  23.437416
2014-04-23      23.437416  23.435235      23.439269  23.437524  23.437524  23.435219  23.437416
2014-04-24      23.437415  23.435239      23.439225  23.437519  23.437519  23.435220  23.437415
2014-04-25      23.437415  23.435241      23.439181  23.437508  23.437508  23.435214  23.437415
2014-04-26      23.437415  23.435238      23.439137  23.437493  23.437493  23.435197  23.437415
2014-04-27      23.437414  23.435229      23.439092  23.437474  23.437474  23.435172  23.437414
2014-04-28      23.437414  23.435216      23.439046  23.437452  23.437452  23.435138  23.437414
2014-04-29      23.437414  23.435199      23.439000  23.437429  23.437429  23.435101  23.437414
2014-04-30      23.437413  23.435182      23.438954  23.437405  23.437405  23.435062  23.437413
2014-05-01      23.437413  23.435167      23.438907  23.437382  23.437382  23.435026  23.437413
2014-05-02      23.437413  23.435154      23.438860  23.437361  23.437361  23.434995  23.437413
2014-05-03      23.437412  23.435145      23.438813  23.437344  23.437344  23.434971  23.437412
2014-05-04      23.437412  23.435141      23.438766  23.437331  23.437331  23.434956  23.437412
2014-05-05      23.437412  23.435140      23.438719  23.437323  23.437323  23.434949  23.437412
2014-05-06      23.437411  23.435141      23.438672  23.437320  23.437320  23.434950  23.437411
2014-05-07      23.437411  23.435143      23.438625  23.437322  23.437322  23.434957  23.437411
2014-05-08      23.437411  23.435144      23.438578  23.437331  23.437331  23.434969  23.437411
2014-05-09      23.437410  23.435144      23.438531  23.437345  23.437345  23.434986  23.437410
2014-05-10      23.437410  23.435141      23.438484  23.437364  23.437364  23.435005  23.437410
2014-05-11      23.437409  23.435134      23.438438  23.437388  23.437388  23.435024  23.437409
2014-05-12      23.437409  23.435123      23.438391  23.437414  23.437414  23.435043  23.437409
2014-05-13      23.437409  23.435108      23.438345  23.437443  23.437443  23.435060  23.437409
2014-05-14      23.437408  23.435091      23.438300  23.437473  23.437473  23.435075  23.437408
2014-05-15      23.437408  23.435074      23.438255  23.437502  23.437502  23.435089  23.437408
2014-05-16      23.437408  23.435059      23.438211  23.437527  23.437527  23.435103  23.437408
2014-05-17      23.437407  23.435049      23.438167  23.437548  23.437548  23.435116  23.437407
2014-05-18      23.437407  23.435045      23.438123  23.437563  23.437563  23.435130  23.437407
2014-05-19      23.437407  23.435046      23.438081  23.437571  23.437571  23.435142  23.437407
2014-05-20      23.437406  23.435050      23.438039  23.437571  23.437571  23.435149  23.437406
2014-05-21      23.437406  23.435055      23.437997  23.437563  23.437563  23.435149  23.437406
